subj,trial,block,cond,spkr,adapt,stim,resp,exper.half,vowel,step,exper,word,Ncond,Nvowel,Nstep,Nspkr,Nhalf,gender,age,ling,L1,L2
s20z,111,block5,low,Kim,final_ZET_low_s12.wav,final_s12_iy_stim3.wav,2,first,iy,3,z,ZET,-0.5,-0.5,-1.21845292287085,-0.5,0.5,F,19,monolingual,English,
s20z,112,block5,low,Kim,final_ZOOT_low_s12.wav,final_s12_uw_stim6.wav,1,first,uw,6,z,ZOOT,-0.5,0.5,-0.174064703267265,-0.5,0.5,F,19,monolingual,English,
s20z,113,block5,low,Kim,final_ZOAT_low_s12.wav,final_s12_iy_stim5.wav,2,first,iy,5,z,ZOAT,-0.5,-0.5,-0.522194109801794,-0.5,0.5,F,19,monolingual,English,
s20z,114,block5,low,Kim,final_ZET_low_s12.wav,final_s12_uw_stim3.wav,2,first,uw,3,z,ZET,-0.5,0.5,-1.21845292287085,-0.5,0.5,F,19,monolingual,English,
s20z,115,block5,low,Kim,final_ZOT_low_s12.wav,final_s12_uw_stim7.wav,1,first,uw,7,z,ZOT,-0.5,0.5,0.174064703267265,-0.5,0.5,F,19,monolingual,English,
s20z,116,block5,low,Kim,final_ZUT_low_s12.wav,final_s12_uw_stim9.wav,1,first,uw,9,z,ZUT,-0.5,0.5,0.870323516336324,-0.5,0.5,F,19,monolingual,English,
s20z,117,block5,low,Kim,final_ZAT_low_s12.wav,final_s12_iy_stim11.wav,1,first,iy,11,z,ZAT,-0.5,-0.5,1.56658232940538,-0.5,0.5,F,19,monolingual,English,
s20z,118,block5,low,Kim,final_ZOOT_low_s12.wav,final_s12_iy_stim6.wav,2,first,iy,6,z,ZOOT,-0.5,-0.5,-0.174064703267265,-0.5,0.5,F,19,monolingual,English,
s20z,119,block5,low,Kim,final_ZIT_low_s12.wav,final_s12_uw_stim4.wav,2,first,uw,4,z,ZIT,-0.5,0.5,-0.870323516336324,-0.5,0.5,F,19,monolingual,English,
s20z,0,block0,high,Meg,final_ZIT_high_s23.wav,final_s23_uw_stim4.wav,2,second,uw,4,z,ZIT,0.5,0.5,-0.870323516336324,0.5,-0.5,F,19,monolingual,English,
s20z,1,block0,high,Meg,final_ZEET_high_s23.wav,final_s23_iy_stim2.wav,2,second,iy,2,z,ZEET,0.5,-0.5,-1.56658232940538,0.5,-0.5,F,19,monolingual,English,
s20z,2,block0,high,Meg,final_ZOUGHT_high_s23.wav,final_s23_iy_stim8.wav,1,second,iy,8,z,ZOUGHT,0.5,-0.5,0.522194109801794,0.5,-0.5,F,19,monolingual,English,
s20z,3,block0,high,Meg,final_ZUT_high_s23.wav,final_s23_uw_stim9.wav,1,second,uw,9,z,ZUT,0.5,0.5,0.870323516336324,0.5,-0.5,F,19,monolingual,English,
s20z,4,block0,high,Meg,final_ZOOT_high_s23.wav,final_s23_uw_stim6.wav,1,second,uw,6,z,ZOOT,0.5,0.5,-0.174064703267265,0.5,-0.5,F,19,monolingual,English,
s20z,5,block0,high,Meg,final_ZAT_high_s23.wav,final_s23_iy_stim11.wav,1,second,iy,11,z,ZAT,0.5,-0.5,1.56658232940538,0.5,-0.5,F,19,monolingual,English,
s20z,6,block0,high,Meg,final_ZOAT_high_s23.wav,final_s23_iy_stim5.wav,2,second,iy,5,z,ZOAT,0.5,-0.5,-0.522194109801794,0.5,-0.5,F,19,monolingual,English,
s20z,7,block0,high,Meg,final_ZIT_high_s23.wav,final_s23_iy_stim4.wav,2,second,iy,4,z,ZIT,0.5,-0.5,-0.870323516336324,0.5,-0.5,F,19,monolingual,English,
s20z,8,block0,high,Meg,final_ZET_high_s23.wav,final_s23_iy_stim3.wav,2,second,iy,3,z,ZET,0.5,-0.5,-1.21845292287085,0.5,-0.5,F,19,monolingual,English,
s20z,9,block0,high,Meg,final_ZOT_high_s23.wav,final_s23_iy_stim7.wav,1,second,iy,7,z,ZOT,0.5,-0.5,0.174064703267265,0.5,-0.5,F,19,monolingual,English,
s20z,10,block0,high,Meg,final_ZOOT_high_s23.wav,final_s23_iy_stim6.wav,2,second,iy,6,z,ZOOT,0.5,-0.5,-0.174064703267265,0.5,-0.5,F,19,monolingual,English,
s20z,11,block0,high,Meg,final_ZATE_high_s23.wav,final_s23_iy_stim10.wav,1,second,iy,10,z,ZATE,0.5,-0.5,1.21845292287085,0.5,-0.5,F,19,monolingual,English,
s20z,12,block0,high,Meg,final_ZUT_high_s23.wav,final_s23_iy_stim9.wav,1,second,iy,9,z,ZUT,0.5,-0.5,0.870323516336324,0.5,-0.5,F,19,monolingual,English,
s20z,13,block0,high,Meg,final_ZOAT_high_s23.wav,final_s23_uw_stim5.wav,2,second,uw,5,z,ZOAT,0.5,0.5,-0.522194109801794,0.5,-0.5,F,19,monolingual,English,
s20z,14,block0,high,Meg,final_ZATE_high_s23.wav,final_s23_uw_stim10.wav,1,second,uw,10,z,ZATE,0.5,0.5,1.21845292287085,0.5,-0.5,F,19,monolingual,English,
s20z,15,block0,high,Meg,final_ZEET_high_s23.wav,final_s23_uw_stim2.wav,2,second,uw,2,z,ZEET,0.5,0.5,-1.56658232940538,0.5,-0.5,F,19,monolingual,English,
s20z,16,block0,high,Meg,final_ZOT_high_s23.wav,final_s23_uw_stim7.wav,1,second,uw,7,z,ZOT,0.5,0.5,0.174064703267265,0.5,-0.5,F,19,monolingual,English,
s20z,17,block0,high,Meg,final_ZET_high_s23.wav,final_s23_uw_stim3.wav,2,second,uw,3,z,ZET,0.5,0.5,-1.21845292287085,0.5,-0.5,F,19,monolingual,English,
s20z,18,block0,high,Meg,final_ZOUGHT_high_s23.wav,final_s23_uw_stim8.wav,1,second,uw,8,z,ZOUGHT,0.5,0.5,0.522194109801794,0.5,-0.5,F,19,monolingual,English,
s20z,19,block0,high,Meg,final_ZAT_high_s23.wav,final_s23_uw_stim11.wav,1,second,uw,11,z,ZAT,0.5,0.5,1.56658232940538,0.5,-0.5,F,19,monolingual,English,
s20z,20,block1,high,Meg,final_ZET_high_s23.wav,final_s23_uw_stim3.wav,2,second,uw,3,z,ZET,0.5,0.5,-1.21845292287085,0.5,-0.5,F,19,monolingual,English,
s20z,21,block1,high,Meg,final_ZUT_high_s23.wav,final_s23_uw_stim9.wav,1,second,uw,9,z,ZUT,0.5,0.5,0.870323516336324,0.5,-0.5,F,19,monolingual,English,
s20z,22,block1,high,Meg,final_ZATE_high_s23.wav,final_s23_uw_stim10.wav,1,second,uw,10,z,ZATE,0.5,0.5,1.21845292287085,0.5,-0.5,F,19,monolingual,English,
s20z,23,block1,high,Meg,final_ZIT_high_s23.wav,final_s23_iy_stim4.wav,2,second,iy,4,z,ZIT,0.5,-0.5,-0.870323516336324,0.5,-0.5,F,19,monolingual,English,
s20z,24,block1,high,Meg,final_ZEET_high_s23.wav,final_s23_uw_stim2.wav,2,second,uw,2,z,ZEET,0.5,0.5,-1.56658232940538,0.5,-0.5,F,19,monolingual,English,
s20z,25,block1,high,Meg,final_ZOOT_high_s23.wav,final_s23_iy_stim6.wav,1,second,iy,6,z,ZOOT,0.5,-0.5,-0.174064703267265,0.5,-0.5,F,19,monolingual,English,
s20z,26,block1,high,Meg,final_ZOT_high_s23.wav,final_s23_iy_stim7.wav,1,second,iy,7,z,ZOT,0.5,-0.5,0.174064703267265,0.5,-0.5,F,19,monolingual,English,
s20z,27,block1,high,Meg,final_ZOOT_high_s23.wav,final_s23_uw_stim6.wav,1,second,uw,6,z,ZOOT,0.5,0.5,-0.174064703267265,0.5,-0.5,F,19,monolingual,English,
s20z,28,block1,high,Meg,final_ZIT_high_s23.wav,final_s23_uw_stim4.wav,2,second,uw,4,z,ZIT,0.5,0.5,-0.870323516336324,0.5,-0.5,F,19,monolingual,English,
s20z,29,block1,high,Meg,final_ZOT_high_s23.wav,final_s23_uw_stim7.wav,1,second,uw,7,z,ZOT,0.5,0.5,0.174064703267265,0.5,-0.5,F,19,monolingual,English,
s20z,30,block1,high,Meg,final_ZOAT_high_s23.wav,final_s23_iy_stim5.wav,2,second,iy,5,z,ZOAT,0.5,-0.5,-0.522194109801794,0.5,-0.5,F,19,monolingual,English,
s20z,31,block1,high,Meg,final_ZUT_high_s23.wav,final_s23_iy_stim9.wav,1,second,iy,9,z,ZUT,0.5,-0.5,0.870323516336324,0.5,-0.5,F,19,monolingual,English,
s20z,32,block1,high,Meg,final_ZOUGHT_high_s23.wav,final_s23_iy_stim8.wav,1,second,iy,8,z,ZOUGHT,0.5,-0.5,0.522194109801794,0.5,-0.5,F,19,monolingual,English,
s20z,33,block1,high,Meg,final_ZOUGHT_high_s23.wav,final_s23_uw_stim8.wav,1,second,uw,8,z,ZOUGHT,0.5,0.5,0.522194109801794,0.5,-0.5,F,19,monolingual,English,
s20z,34,block1,high,Meg,final_ZEET_high_s23.wav,final_s23_iy_stim2.wav,2,second,iy,2,z,ZEET,0.5,-0.5,-1.56658232940538,0.5,-0.5,F,19,monolingual,English,
s20z,35,block1,high,Meg,final_ZATE_high_s23.wav,final_s23_iy_stim10.wav,1,second,iy,10,z,ZATE,0.5,-0.5,1.21845292287085,0.5,-0.5,F,19,monolingual,English,
s20z,36,block1,high,Meg,final_ZAT_high_s23.wav,final_s23_uw_stim11.wav,1,second,uw,11,z,ZAT,0.5,0.5,1.56658232940538,0.5,-0.5,F,19,monolingual,English,
s20z,37,block1,high,Meg,final_ZET_high_s23.wav,final_s23_iy_stim3.wav,2,second,iy,3,z,ZET,0.5,-0.5,-1.21845292287085,0.5,-0.5,F,19,monolingual,English,
s20z,38,block1,high,Meg,final_ZAT_high_s23.wav,final_s23_iy_stim11.wav,1,second,iy,11,z,ZAT,0.5,-0.5,1.56658232940538,0.5,-0.5,F,19,monolingual,English,
s20z,39,block1,high,Meg,final_ZOAT_high_s23.wav,final_s23_uw_stim5.wav,1,second,uw,5,z,ZOAT,0.5,0.5,-0.522194109801794,0.5,-0.5,F,19,monolingual,English,
s20z,40,block2,high,Meg,final_ZEET_high_s23.wav,final_s23_iy_stim2.wav,2,second,iy,2,z,ZEET,0.5,-0.5,-1.56658232940538,0.5,-0.5,F,19,monolingual,English,
s20z,41,block2,high,Meg,final_ZAT_high_s23.wav,final_s23_iy_stim11.wav,1,second,iy,11,z,ZAT,0.5,-0.5,1.56658232940538,0.5,-0.5,F,19,monolingual,English,
s20z,42,block2,high,Meg,final_ZEET_high_s23.wav,final_s23_uw_stim2.wav,2,second,uw,2,z,ZEET,0.5,0.5,-1.56658232940538,0.5,-0.5,F,19,monolingual,English,
s20z,43,block2,high,Meg,final_ZOUGHT_high_s23.wav,final_s23_iy_stim8.wav,1,second,iy,8,z,ZOUGHT,0.5,-0.5,0.522194109801794,0.5,-0.5,F,19,monolingual,English,
s20z,44,block2,high,Meg,final_ZOT_high_s23.wav,final_s23_uw_stim7.wav,1,second,uw,7,z,ZOT,0.5,0.5,0.174064703267265,0.5,-0.5,F,19,monolingual,English,
s20z,45,block2,high,Meg,final_ZOOT_high_s23.wav,final_s23_uw_stim6.wav,1,second,uw,6,z,ZOOT,0.5,0.5,-0.174064703267265,0.5,-0.5,F,19,monolingual,English,
s20z,46,block2,high,Meg,final_ZOUGHT_high_s23.wav,final_s23_uw_stim8.wav,1,second,uw,8,z,ZOUGHT,0.5,0.5,0.522194109801794,0.5,-0.5,F,19,monolingual,English,
s20z,47,block2,high,Meg,final_ZIT_high_s23.wav,final_s23_uw_stim4.wav,2,second,uw,4,z,ZIT,0.5,0.5,-0.870323516336324,0.5,-0.5,F,19,monolingual,English,
s20z,48,block2,high,Meg,final_ZET_high_s23.wav,final_s23_uw_stim3.wav,2,second,uw,3,z,ZET,0.5,0.5,-1.21845292287085,0.5,-0.5,F,19,monolingual,English,
s20z,49,block2,high,Meg,final_ZATE_high_s23.wav,final_s23_uw_stim10.wav,1,second,uw,10,z,ZATE,0.5,0.5,1.21845292287085,0.5,-0.5,F,19,monolingual,English,
s20z,50,block2,high,Meg,final_ZET_high_s23.wav,final_s23_iy_stim3.wav,2,second,iy,3,z,ZET,0.5,-0.5,-1.21845292287085,0.5,-0.5,F,19,monolingual,English,
s20z,51,block2,high,Meg,final_ZOT_high_s23.wav,final_s23_iy_stim7.wav,1,second,iy,7,z,ZOT,0.5,-0.5,0.174064703267265,0.5,-0.5,F,19,monolingual,English,
s20z,52,block2,high,Meg,final_ZOAT_high_s23.wav,final_s23_iy_stim5.wav,2,second,iy,5,z,ZOAT,0.5,-0.5,-0.522194109801794,0.5,-0.5,F,19,monolingual,English,
s20z,53,block2,high,Meg,final_ZOAT_high_s23.wav,final_s23_uw_stim5.wav,1,second,uw,5,z,ZOAT,0.5,0.5,-0.522194109801794,0.5,-0.5,F,19,monolingual,English,
s20z,54,block2,high,Meg,final_ZATE_high_s23.wav,final_s23_iy_stim10.wav,1,second,iy,10,z,ZATE,0.5,-0.5,1.21845292287085,0.5,-0.5,F,19,monolingual,English,
s20z,55,block2,high,Meg,final_ZUT_high_s23.wav,final_s23_uw_stim9.wav,1,second,uw,9,z,ZUT,0.5,0.5,0.870323516336324,0.5,-0.5,F,19,monolingual,English,
s20z,56,block2,high,Meg,final_ZOOT_high_s23.wav,final_s23_iy_stim6.wav,2,second,iy,6,z,ZOOT,0.5,-0.5,-0.174064703267265,0.5,-0.5,F,19,monolingual,English,
s20z,57,block2,high,Meg,final_ZIT_high_s23.wav,final_s23_iy_stim4.wav,2,second,iy,4,z,ZIT,0.5,-0.5,-0.870323516336324,0.5,-0.5,F,19,monolingual,English,
s20z,58,block2,high,Meg,final_ZUT_high_s23.wav,final_s23_iy_stim9.wav,1,second,iy,9,z,ZUT,0.5,-0.5,0.870323516336324,0.5,-0.5,F,19,monolingual,English,
s20z,59,block2,high,Meg,final_ZAT_high_s23.wav,final_s23_uw_stim11.wav,1,second,uw,11,z,ZAT,0.5,0.5,1.56658232940538,0.5,-0.5,F,19,monolingual,English,
s20z,60,block3,high,Meg,final_ZUT_high_s23.wav,final_s23_uw_stim9.wav,1,second,uw,9,z,ZUT,0.5,0.5,0.870323516336324,0.5,-0.5,F,19,monolingual,English,
s20z,61,block3,high,Meg,final_ZOOT_high_s23.wav,final_s23_uw_stim6.wav,1,second,uw,6,z,ZOOT,0.5,0.5,-0.174064703267265,0.5,-0.5,F,19,monolingual,English,
s20z,62,block3,high,Meg,final_ZAT_high_s23.wav,final_s23_uw_stim11.wav,1,second,uw,11,z,ZAT,0.5,0.5,1.56658232940538,0.5,-0.5,F,19,monolingual,English,
s20z,63,block3,high,Meg,final_ZOAT_high_s23.wav,final_s23_uw_stim5.wav,2,second,uw,5,z,ZOAT,0.5,0.5,-0.522194109801794,0.5,-0.5,F,19,monolingual,English,
s20z,64,block3,high,Meg,final_ZIT_high_s23.wav,final_s23_iy_stim4.wav,2,second,iy,4,z,ZIT,0.5,-0.5,-0.870323516336324,0.5,-0.5,F,19,monolingual,English,
s20z,65,block3,high,Meg,final_ZAT_high_s23.wav,final_s23_iy_stim11.wav,1,second,iy,11,z,ZAT,0.5,-0.5,1.56658232940538,0.5,-0.5,F,19,monolingual,English,
s20z,66,block3,high,Meg,final_ZEET_high_s23.wav,final_s23_iy_stim2.wav,2,second,iy,2,z,ZEET,0.5,-0.5,-1.56658232940538,0.5,-0.5,F,19,monolingual,English,
s20z,67,block3,high,Meg,final_ZEET_high_s23.wav,final_s23_uw_stim2.wav,2,second,uw,2,z,ZEET,0.5,0.5,-1.56658232940538,0.5,-0.5,F,19,monolingual,English,
s20z,68,block3,high,Meg,final_ZOUGHT_high_s23.wav,final_s23_iy_stim8.wav,1,second,iy,8,z,ZOUGHT,0.5,-0.5,0.522194109801794,0.5,-0.5,F,19,monolingual,English,
s20z,69,block3,high,Meg,final_ZIT_high_s23.wav,final_s23_uw_stim4.wav,2,second,uw,4,z,ZIT,0.5,0.5,-0.870323516336324,0.5,-0.5,F,19,monolingual,English,
s20z,70,block3,high,Meg,final_ZOT_high_s23.wav,final_s23_uw_stim7.wav,1,second,uw,7,z,ZOT,0.5,0.5,0.174064703267265,0.5,-0.5,F,19,monolingual,English,
s20z,71,block3,high,Meg,final_ZUT_high_s23.wav,final_s23_iy_stim9.wav,1,second,iy,9,z,ZUT,0.5,-0.5,0.870323516336324,0.5,-0.5,F,19,monolingual,English,
s20z,72,block3,high,Meg,final_ZATE_high_s23.wav,final_s23_uw_stim10.wav,1,second,uw,10,z,ZATE,0.5,0.5,1.21845292287085,0.5,-0.5,F,19,monolingual,English,
s20z,73,block3,high,Meg,final_ZET_high_s23.wav,final_s23_iy_stim3.wav,2,second,iy,3,z,ZET,0.5,-0.5,-1.21845292287085,0.5,-0.5,F,19,monolingual,English,
s20z,74,block3,high,Meg,final_ZET_high_s23.wav,final_s23_uw_stim3.wav,2,second,uw,3,z,ZET,0.5,0.5,-1.21845292287085,0.5,-0.5,F,19,monolingual,English,
s20z,75,block3,high,Meg,final_ZATE_high_s23.wav,final_s23_iy_stim10.wav,1,second,iy,10,z,ZATE,0.5,-0.5,1.21845292287085,0.5,-0.5,F,19,monolingual,English,
s20z,76,block3,high,Meg,final_ZOAT_high_s23.wav,final_s23_iy_stim5.wav,2,second,iy,5,z,ZOAT,0.5,-0.5,-0.522194109801794,0.5,-0.5,F,19,monolingual,English,
s20z,77,block3,high,Meg,final_ZOT_high_s23.wav,final_s23_iy_stim7.wav,1,second,iy,7,z,ZOT,0.5,-0.5,0.174064703267265,0.5,-0.5,F,19,monolingual,English,
s20z,78,block3,high,Meg,final_ZOUGHT_high_s23.wav,final_s23_uw_stim8.wav,1,second,uw,8,z,ZOUGHT,0.5,0.5,0.522194109801794,0.5,-0.5,F,19,monolingual,English,
s20z,79,block3,high,Meg,final_ZOOT_high_s23.wav,final_s23_iy_stim6.wav,2,second,iy,6,z,ZOOT,0.5,-0.5,-0.174064703267265,0.5,-0.5,F,19,monolingual,English,
s20z,80,block4,high,Meg,final_ZET_high_s23.wav,final_s23_uw_stim3.wav,2,second,uw,3,z,ZET,0.5,0.5,-1.21845292287085,0.5,-0.5,F,19,monolingual,English,
s20z,81,block4,high,Meg,final_ZOT_high_s23.wav,final_s23_uw_stim7.wav,1,second,uw,7,z,ZOT,0.5,0.5,0.174064703267265,0.5,-0.5,F,19,monolingual,English,
s20z,82,block4,high,Meg,final_ZOAT_high_s23.wav,final_s23_iy_stim5.wav,2,second,iy,5,z,ZOAT,0.5,-0.5,-0.522194109801794,0.5,-0.5,F,19,monolingual,English,
s20z,83,block4,high,Meg,final_ZIT_high_s23.wav,final_s23_uw_stim4.wav,2,second,uw,4,z,ZIT,0.5,0.5,-0.870323516336324,0.5,-0.5,F,19,monolingual,English,
s20z,84,block4,high,Meg,final_ZOAT_high_s23.wav,final_s23_uw_stim5.wav,1,second,uw,5,z,ZOAT,0.5,0.5,-0.522194109801794,0.5,-0.5,F,19,monolingual,English,
s20z,85,block4,high,Meg,final_ZUT_high_s23.wav,final_s23_uw_stim9.wav,1,second,uw,9,z,ZUT,0.5,0.5,0.870323516336324,0.5,-0.5,F,19,monolingual,English,
s20z,86,block4,high,Meg,final_ZOOT_high_s23.wav,final_s23_uw_stim6.wav,1,second,uw,6,z,ZOOT,0.5,0.5,-0.174064703267265,0.5,-0.5,F,19,monolingual,English,
s20z,87,block4,high,Meg,final_ZET_high_s23.wav,final_s23_iy_stim3.wav,2,second,iy,3,z,ZET,0.5,-0.5,-1.21845292287085,0.5,-0.5,F,19,monolingual,English,
s20z,88,block4,high,Meg,final_ZUT_high_s23.wav,final_s23_iy_stim9.wav,1,second,iy,9,z,ZUT,0.5,-0.5,0.870323516336324,0.5,-0.5,F,19,monolingual,English,
s20z,89,block4,high,Meg,final_ZIT_high_s23.wav,final_s23_iy_stim4.wav,2,second,iy,4,z,ZIT,0.5,-0.5,-0.870323516336324,0.5,-0.5,F,19,monolingual,English,
s20z,90,block4,high,Meg,final_ZEET_high_s23.wav,final_s23_iy_stim2.wav,2,second,iy,2,z,ZEET,0.5,-0.5,-1.56658232940538,0.5,-0.5,F,19,monolingual,English,
s20z,91,block4,high,Meg,final_ZATE_high_s23.wav,final_s23_iy_stim10.wav,1,second,iy,10,z,ZATE,0.5,-0.5,1.21845292287085,0.5,-0.5,F,19,monolingual,English,
s20z,92,block4,high,Meg,final_ZAT_high_s23.wav,final_s23_uw_stim11.wav,1,second,uw,11,z,ZAT,0.5,0.5,1.56658232940538,0.5,-0.5,F,19,monolingual,English,
s20z,93,block4,high,Meg,final_ZOOT_high_s23.wav,final_s23_iy_stim6.wav,2,second,iy,6,z,ZOOT,0.5,-0.5,-0.174064703267265,0.5,-0.5,F,19,monolingual,English,
s20z,94,block4,high,Meg,final_ZAT_high_s23.wav,final_s23_iy_stim11.wav,1,second,iy,11,z,ZAT,0.5,-0.5,1.56658232940538,0.5,-0.5,F,19,monolingual,English,
s20z,95,block4,high,Meg,final_ZOUGHT_high_s23.wav,final_s23_uw_stim8.wav,1,second,uw,8,z,ZOUGHT,0.5,0.5,0.522194109801794,0.5,-0.5,F,19,monolingual,English,
s20z,96,block4,high,Meg,final_ZOUGHT_high_s23.wav,final_s23_iy_stim8.wav,1,second,iy,8,z,ZOUGHT,0.5,-0.5,0.522194109801794,0.5,-0.5,F,19,monolingual,English,
s20z,97,block4,high,Meg,final_ZEET_high_s23.wav,final_s23_uw_stim2.wav,2,second,uw,2,z,ZEET,0.5,0.5,-1.56658232940538,0.5,-0.5,F,19,monolingual,English,
s20z,98,block4,high,Meg,final_ZATE_high_s23.wav,final_s23_uw_stim10.wav,1,second,uw,10,z,ZATE,0.5,0.5,1.21845292287085,0.5,-0.5,F,19,monolingual,English,
s20z,99,block4,high,Meg,final_ZOT_high_s23.wav,final_s23_iy_stim7.wav,1,second,iy,7,z,ZOT,0.5,-0.5,0.174064703267265,0.5,-0.5,F,19,monolingual,English,
s20z,100,block5,high,Meg,final_ZOOT_high_s23.wav,final_s23_iy_stim6.wav,2,second,iy,6,z,ZOOT,0.5,-0.5,-0.174064703267265,0.5,-0.5,F,19,monolingual,English,
s20z,101,block5,high,Meg,final_ZUT_high_s23.wav,final_s23_iy_stim9.wav,1,second,iy,9,z,ZUT,0.5,-0.5,0.870323516336324,0.5,-0.5,F,19,monolingual,English,
s20z,102,block5,high,Meg,final_ZATE_high_s23.wav,final_s23_uw_stim10.wav,1,second,uw,10,z,ZATE,0.5,0.5,1.21845292287085,0.5,-0.5,F,19,monolingual,English,
s20z,103,block5,high,Meg,final_ZIT_high_s23.wav,final_s23_uw_stim4.wav,2,second,uw,4,z,ZIT,0.5,0.5,-0.870323516336324,0.5,-0.5,F,19,monolingual,English,
s20z,104,block5,high,Meg,final_ZET_high_s23.wav,final_s23_iy_stim3.wav,2,second,iy,3,z,ZET,0.5,-0.5,-1.21845292287085,0.5,-0.5,F,19,monolingual,English,
s20z,105,block5,high,Meg,final_ZAT_high_s23.wav,final_s23_iy_stim11.wav,1,second,iy,11,z,ZAT,0.5,-0.5,1.56658232940538,0.5,-0.5,F,19,monolingual,English,
s20z,106,block5,high,Meg,final_ZOAT_high_s23.wav,final_s23_uw_stim5.wav,2,second,uw,5,z,ZOAT,0.5,0.5,-0.522194109801794,0.5,-0.5,F,19,monolingual,English,
s20z,107,block5,high,Meg,final_ZOUGHT_high_s23.wav,final_s23_uw_stim8.wav,1,second,uw,8,z,ZOUGHT,0.5,0.5,0.522194109801794,0.5,-0.5,F,19,monolingual,English,
s20z,108,block5,high,Meg,final_ZOOT_high_s23.wav,final_s23_uw_stim6.wav,1,second,uw,6,z,ZOOT,0.5,0.5,-0.174064703267265,0.5,-0.5,F,19,monolingual,English,
s20z,109,block5,high,Meg,final_ZEET_high_s23.wav,final_s23_uw_stim2.wav,2,second,uw,2,z,ZEET,0.5,0.5,-1.56658232940538,0.5,-0.5,F,19,monolingual,English,
s20z,110,block5,high,Meg,final_ZIT_high_s23.wav,final_s23_iy_stim4.wav,2,second,iy,4,z,ZIT,0.5,-0.5,-0.870323516336324,0.5,-0.5,F,19,monolingual,English,
s20z,111,block5,high,Meg,final_ZOUGHT_high_s23.wav,final_s23_iy_stim8.wav,1,second,iy,8,z,ZOUGHT,0.5,-0.5,0.522194109801794,0.5,-0.5,F,19,monolingual,English,
s20z,112,block5,high,Meg,final_ZUT_high_s23.wav,final_s23_uw_stim9.wav,1,second,uw,9,z,ZUT,0.5,0.5,0.870323516336324,0.5,-0.5,F,19,monolingual,English,
s20z,113,block5,high,Meg,final_ZOAT_high_s23.wav,final_s23_iy_stim5.wav,2,second,iy,5,z,ZOAT,0.5,-0.5,-0.522194109801794,0.5,-0.5,F,19,monolingual,English,
s20z,114,block5,high,Meg,final_ZATE_high_s23.wav,final_s23_iy_stim10.wav,1,second,iy,10,z,ZATE,0.5,-0.5,1.21845292287085,0.5,-0.5,F,19,monolingual,English,
s20z,115,block5,high,Meg,final_ZOT_high_s23.wav,final_s23_iy_stim7.wav,1,second,iy,7,z,ZOT,0.5,-0.5,0.174064703267265,0.5,-0.5,F,19,monolingual,English,
s20z,116,block5,high,Meg,final_ZET_high_s23.wav,final_s23_uw_stim3.wav,2,second,uw,3,z,ZET,0.5,0.5,-1.21845292287085,0.5,-0.5,F,19,monolingual,English,
s20z,117,block5,high,Meg,final_ZAT_high_s23.wav,final_s23_uw_stim11.wav,1,second,uw,11,z,ZAT,0.5,0.5,1.56658232940538,0.5,-0.5,F,19,monolingual,English,
s20z,118,block5,high,Meg,final_ZEET_high_s23.wav,final_s23_iy_stim2.wav,2,second,iy,2,z,ZEET,0.5,-0.5,-1.56658232940538,0.5,-0.5,F,19,monolingual,English,
s20z,119,block5,high,Meg,final_ZOT_high_s23.wav,final_s23_uw_stim7.wav,1,second,uw,7,z,ZOT,0.5,0.5,0.174064703267265,0.5,-0.5,F,19,monolingual,English,
s21z,0,block0,high,Meg,final_ZET_high_s23.wav,final_s23_iy_stim3.wav,2,first,iy,3,z,ZET,0.5,-0.5,-1.21845292287085,0.5,0.5,M,19,bilingual,English,Korean
s21z,1,block0,high,Meg,final_ZEET_high_s23.wav,final_s23_uw_stim2.wav,2,first,uw,2,z,ZEET,0.5,0.5,-1.56658232940538,0.5,0.5,M,19,bilingual,English,Korean
s21z,2,block0,high,Meg,final_ZUT_high_s23.wav,final_s23_iy_stim9.wav,1,first,iy,9,z,ZUT,0.5,-0.5,0.870323516336324,0.5,0.5,M,19,bilingual,English,Korean
s21z,3,block0,high,Meg,final_ZOUGHT_high_s23.wav,final_s23_uw_stim8.wav,1,first,uw,8,z,ZOUGHT,0.5,0.5,0.522194109801794,0.5,0.5,M,19,bilingual,English,Korean
s21z,4,block0,high,Meg,final_ZIT_high_s23.wav,final_s23_iy_stim4.wav,2,first,iy,4,z,ZIT,0.5,-0.5,-0.870323516336324,0.5,0.5,M,19,bilingual,English,Korean
s21z,5,block0,high,Meg,final_ZOAT_high_s23.wav,final_s23_iy_stim5.wav,2,first,iy,5,z,ZOAT,0.5,-0.5,-0.522194109801794,0.5,0.5,M,19,bilingual,English,Korean
s21z,6,block0,high,Meg,final_ZOT_high_s23.wav,final_s23_iy_stim7.wav,2,first,iy,7,z,ZOT,0.5,-0.5,0.174064703267265,0.5,0.5,M,19,bilingual,English,Korean
s21z,7,block0,high,Meg,final_ZUT_high_s23.wav,final_s23_uw_stim9.wav,1,first,uw,9,z,ZUT,0.5,0.5,0.870323516336324,0.5,0.5,M,19,bilingual,English,Korean
s21z,8,block0,high,Meg,final_ZET_high_s23.wav,final_s23_uw_stim3.wav,2,first,uw,3,z,ZET,0.5,0.5,-1.21845292287085,0.5,0.5,M,19,bilingual,English,Korean
s21z,9,block0,high,Meg,final_ZATE_high_s23.wav,final_s23_uw_stim10.wav,1,first,uw,10,z,ZATE,0.5,0.5,1.21845292287085,0.5,0.5,M,19,bilingual,English,Korean
